run_id,launched_at,system,level,arm,predictor,score_mode,d2_ratio,seed,n_members,k_acq,cluster,job_id,status,epochs_on_disk,dir_state,code_hash,output_dir,notes
fm_det_dir00_s43,2026-08-09T00:33:56,pendulum,det,dir00,fm,dir00,0.0,43,5,20,amarel,60303729,COMPLETED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_det_dir00_s43,"RESUMED from epoch 4 after a PREEMPTION I MISSED FOR 24H. Preempted 2026-08-07T21:33 (job 60288970), never requeued, last write 08-08 12:18 -- it simply vanished. My hourly checks counted completed epochs and saw det s43 frozen at 4; I read that as a slow run rather than a dead one, because a dead-and-not-requeued job looks identical to a stalled one in an epoch count. It is one of three det floor seeds, so the det floor was capped at 3 shared epochs the whole time and both det verdicts (2026-08-08) were computed against a floor that could not deepen. 4 epochs verified clean (0 mtime inversions) and preserved at _preserved_fm_det_dir00_s43_preempt_0809. LESSON: an unchanging epoch count needs a liveness check, not just another cycle of waiting -- check_preempted.sh (sacct) is the only reliable detector since squeue shows nothing."
fm_med_total,2026-08-08T23:34:20,pendulum_stoch,med,total,fm,decomp_total,1.0,42,5,20,amarel,60302900,resumed,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_med_total,"RESUMED via scripts/resume_adaptive.py from epoch 2 after PREEMPTION (job 60288980, Amarel 'general' account). It was NOT requeued -- it vanished from the queue entirely -- so it needed explicit resubmission; a squeue-only check would have shown nothing and the run would have sat dead. 2 completed epochs verified clean (0 mtime inversions) and preserved at _preserved_fm_med_total_preempt_2333 before resubmitting. Resume prerequisites all present (dataset_builder_state.json, .hydra/config.yaml, epoch_001 complete), so the 2 epochs are kept rather than discarded and the partial epoch_002 will be deleted by the resume script instead of half-overwritten. | resumed as 60472126 gpu=2 mem=120G"
fm_low_dir00,2026-08-07T19:33:26,pendulum_stoch,low,dir00,fm,dir00,0.0,42,5,20,amarel,60291374,OUT_OF_MEMORY,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_dir00,"RELAUNCHED on Amarel — the LAST of all 5 low arms to die of CUDA OOM on westeros (this one at epoch 3; its log ends mid-training with no traceback, consistent with the same teardown OOM the others hit). westeros 11GB 2080 Ti cards cannot hold FM at this level: arms sat at 9.8-10.4GB of 11.2GB after one epoch and another user concurrently took 4 of 8 cards. NET EFFECT: the whole [FM] low level is now on Amarel, which is the RIGHT outcome scientifically — a fully within-cluster floor (dir00 + s43 + s44 all on gpu-redhat), unlike [FM] high whose floor spans iLab+arrakis and is therefore inflated. 3 epochs discarded. Root error: I sized the placement from a 282 MiB/member measurement taken at an early epoch of a DIFFERENT noise level."
fm_low_epi_bald,2026-08-07T18:33:42,pendulum_stoch,low,epi_bald,fm,decomp_epi_bald,1.0,42,5,20,amarel,60291059,COMPLETED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_epi_bald,"RELAUNCHED on Amarel after CUDA OOM on westeros at epoch 3. Fourth and fifth of five low arms to die this way -- westeros 11GB 2080 Ti cards cannot hold FM at this level, full stop. Only fm_low_dir00 still survives there. 3 completed epochs discarded."
fm_low_epi_var,2026-08-07T18:33:42,pendulum_stoch,low,epi_var,fm,decomp_epi_var,1.0,42,5,20,amarel,60291058,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_epi_var,"RELAUNCHED on Amarel after CUDA OOM on westeros at epoch 3. Fourth and fifth of five low arms to die this way -- westeros 11GB 2080 Ti cards cannot hold FM at this level, full stop. Only fm_low_dir00 still survives there. 3 completed epochs discarded. | resumed_after_timeout job=60420919 gpu=2 mem=120G"
fm_low_aleat,2026-08-07T16:34:09,pendulum_stoch,low,aleat,fm,decomp_aleat,1.0,42,5,20,amarel,60290593,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_aleat,"RELAUNCHED on Amarel after CUDA OOM on westeros at epoch 2 teardown (RuntimeError: CUDA error: out of memory in Lightning strategy.teardown -> lightning_module.cpu()). 11GB 2080 Ti cards are too small for FM at this depth: the arms sat at 9.8-10.4GB of 11.2GB after ONE epoch and another user concurrently claimed 4 of the 8 westeros GPUs (~7.6GB each), leaving no headroom. My earlier 282 MiB/member estimate came from an early epoch at a different level and understated the real requirement badly. 2 completed epochs discarded. | resumed_after_timeout job=60420918 gpu=2 mem=120G"
fm_low_total,2026-08-07T16:34:08,pendulum_stoch,low,total,fm,decomp_total,1.0,42,5,20,amarel,60290592,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_total,"RELAUNCHED on Amarel after CUDA OOM on westeros at epoch 2 teardown (RuntimeError: CUDA error: out of memory in Lightning strategy.teardown -> lightning_module.cpu()). 11GB 2080 Ti cards are too small for FM at this depth: the arms sat at 9.8-10.4GB of 11.2GB after ONE epoch and another user concurrently claimed 4 of the 8 westeros GPUs (~7.6GB each), leaving no headroom. My earlier 282 MiB/member estimate came from an early epoch at a different level and understated the real requirement badly. 2 completed epochs discarded. | resumed_after_timeout job=60409203 gpu=2 mem=120G"
fm_low_dir00_s43,2026-08-07T14:34:23,pendulum_stoch,low,dir00,fm,dir00,0.0,43,5,20,amarel,60289359,PREEMPTED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_dir00_s43,"MOVED BACK to Amarel after CUDA OOM on westeros. Root cause: another user claimed westeros GPUs 6-7 (7.6GB each) after my launch -- the box has no scheduler, so nothing reserved them -- and the seeds pinned there died with 'Tried to allocate 1.08 GiB, 538 MiB free'. Compounding risk: my own low arms sit at 9.8-10.4GB of 11.2GB after ONE epoch and FM memory grows with dataset size, so 11GB cards are marginal for this level at depth. The earlier 282 MiB/member figure was measured on an early epoch at a different level and understates it badly. Floor will therefore be cross-cluster (dir00 on westeros, s43/s44 on Amarel), which inflates it -- conservative for claiming significance."
fm_low_dir00_s44,2026-08-07T14:34:23,pendulum_stoch,low,dir00,fm,dir00,0.0,44,5,20,amarel,60289360,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_dir00_s44,"MOVED BACK to Amarel after CUDA OOM on westeros. Root cause: another user claimed westeros GPUs 6-7 (7.6GB each) after my launch -- the box has no scheduler, so nothing reserved them -- and the seeds pinned there died with 'Tried to allocate 1.08 GiB, 538 MiB free'. Compounding risk: my own low arms sit at 9.8-10.4GB of 11.2GB after ONE epoch and FM memory grows with dataset size, so 11GB cards are marginal for this level at depth. The earlier 282 MiB/member figure was measured on an early epoch at a different level and understates it badly. Floor will therefore be cross-cluster (dir00 on westeros, s43/s44 on Amarel), which inflates it -- conservative for claiming significance. | resumed_after_timeout job=60383967 gpu=2 mem=120G at96pct"
fm_low_aleat,2026-08-07T13:32:40,pendulum_stoch,low,aleat,fm,decomp_aleat,1.0,42,5,20,westeros,1450594,resumed_after_timeout job=60420918 gpu=2 mem=120G,14,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_low_aleat,"MOVED from Amarel to westeros (user reported the box restarted; verified torch.cuda.is_available()=True, device_count=8 INCLUDING the previously faulted GPU5, matmul confirmed -- the NVML-dead condition that made it CPU-only is genuinely resolved). Amarel copies 60288972-78 cancelled first (PD, 0 epochs) so the same run_id could not be written from two filesystems and later merged by the sync. One run pinned per GPU per the 2026-08-05 finding that pinned members give a 1.27x spread vs 1.85x when spread across cards. Measured 282 MiB/member, so 5 members fit an 11GB 2080 Ti with room. Amarel estimated these starting 2026-08-10; westeros starts now."
fm_low_dir00,2026-08-07T13:32:40,pendulum_stoch,low,dir00,fm,dir00,0.0,42,5,20,westeros,1450586,launched,18,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_low_dir00,"MOVED from Amarel to westeros (user reported the box restarted; verified torch.cuda.is_available()=True, device_count=8 INCLUDING the previously faulted GPU5, matmul confirmed -- the NVML-dead condition that made it CPU-only is genuinely resolved). Amarel copies 60288972-78 cancelled first (PD, 0 epochs) so the same run_id could not be written from two filesystems and later merged by the sync. One run pinned per GPU per the 2026-08-05 finding that pinned members give a 1.27x spread vs 1.85x when spread across cards. Measured 282 MiB/member, so 5 members fit an 11GB 2080 Ti with room. Amarel estimated these starting 2026-08-10; westeros starts now."
fm_low_dir00_s43,2026-08-07T13:32:40,pendulum_stoch,low,dir00,fm,dir00,0.0,43,5,20,westeros,1450596,launched,13,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_low_dir00_s43,"MOVED from Amarel to westeros (user reported the box restarted; verified torch.cuda.is_available()=True, device_count=8 INCLUDING the previously faulted GPU5, matmul confirmed -- the NVML-dead condition that made it CPU-only is genuinely resolved). Amarel copies 60288972-78 cancelled first (PD, 0 epochs) so the same run_id could not be written from two filesystems and later merged by the sync. One run pinned per GPU per the 2026-08-05 finding that pinned members give a 1.27x spread vs 1.85x when spread across cards. Measured 282 MiB/member, so 5 members fit an 11GB 2080 Ti with room. Amarel estimated these starting 2026-08-10; westeros starts now."
fm_low_dir00_s44,2026-08-07T13:32:40,pendulum_stoch,low,dir00,fm,dir00,0.0,44,5,20,westeros,1450598,resumed_after_timeout job=60383967 gpu=2 mem=120G at96pct,16,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_low_dir00_s44,"MOVED from Amarel to westeros (user reported the box restarted; verified torch.cuda.is_available()=True, device_count=8 INCLUDING the previously faulted GPU5, matmul confirmed -- the NVML-dead condition that made it CPU-only is genuinely resolved). Amarel copies 60288972-78 cancelled first (PD, 0 epochs) so the same run_id could not be written from two filesystems and later merged by the sync. One run pinned per GPU per the 2026-08-05 finding that pinned members give a 1.27x spread vs 1.85x when spread across cards. Measured 282 MiB/member, so 5 members fit an 11GB 2080 Ti with room. Amarel estimated these starting 2026-08-10; westeros starts now."
fm_low_epi_bald,2026-08-07T13:32:40,pendulum_stoch,low,epi_bald,fm,decomp_epi_bald,1.0,42,5,20,westeros,1450592,launched,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_low_epi_bald,"MOVED from Amarel to westeros (user reported the box restarted; verified torch.cuda.is_available()=True, device_count=8 INCLUDING the previously faulted GPU5, matmul confirmed -- the NVML-dead condition that made it CPU-only is genuinely resolved). Amarel copies 60288972-78 cancelled first (PD, 0 epochs) so the same run_id could not be written from two filesystems and later merged by the sync. One run pinned per GPU per the 2026-08-05 finding that pinned members give a 1.27x spread vs 1.85x when spread across cards. Measured 282 MiB/member, so 5 members fit an 11GB 2080 Ti with room. Amarel estimated these starting 2026-08-10; westeros starts now."
fm_low_epi_var,2026-08-07T13:32:40,pendulum_stoch,low,epi_var,fm,decomp_epi_var,1.0,42,5,20,westeros,1450590,resumed_after_timeout job=60420919 gpu=2 mem=120G,15,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_low_epi_var,"MOVED from Amarel to westeros (user reported the box restarted; verified torch.cuda.is_available()=True, device_count=8 INCLUDING the previously faulted GPU5, matmul confirmed -- the NVML-dead condition that made it CPU-only is genuinely resolved). Amarel copies 60288972-78 cancelled first (PD, 0 epochs) so the same run_id could not be written from two filesystems and later merged by the sync. One run pinned per GPU per the 2026-08-05 finding that pinned members give a 1.27x spread vs 1.85x when spread across cards. Measured 282 MiB/member, so 5 members fit an 11GB 2080 Ti with room. Amarel estimated these starting 2026-08-10; westeros starts now."
fm_low_total,2026-08-07T13:32:40,pendulum_stoch,low,total,fm,decomp_total,1.0,42,5,20,westeros,1450588,resumed_after_timeout job=60409203 gpu=2 mem=120G,15,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_low_total,"MOVED from Amarel to westeros (user reported the box restarted; verified torch.cuda.is_available()=True, device_count=8 INCLUDING the previously faulted GPU5, matmul confirmed -- the NVML-dead condition that made it CPU-only is genuinely resolved). Amarel copies 60288972-78 cancelled first (PD, 0 epochs) so the same run_id could not be written from two filesystems and later merged by the sync. One run pinned per GPU per the 2026-08-05 finding that pinned members give a 1.27x spread vs 1.85x when spread across cards. Measured 282 MiB/member, so 5 members fit an 11GB 2080 Ti with room. Amarel estimated these starting 2026-08-10; westeros starts now."
fm_med_aleat,2026-08-07T13:27:59,pendulum_stoch,med,aleat,fm,decomp_aleat,1.0,42,5,20,amarel,60288983,PREEMPTED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_med_aleat,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key."
fm_med_dir00_s43,2026-08-07T13:27:59,pendulum_stoch,med,dir00,fm,dir00,0.0,43,5,20,amarel,60288984,PREEMPTED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_med_dir00_s43,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key."
fm_med_dir00_s44,2026-08-07T13:27:59,pendulum_stoch,med,dir00,fm,dir00,0.0,44,5,20,amarel,60288985,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_med_dir00_s44,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key. | resumed_after_timeout job=60377922 gpu=2 mem=120G"
fm_med_epi_bald,2026-08-07T13:27:59,pendulum_stoch,med,epi_bald,fm,decomp_epi_bald,1.0,42,5,20,amarel,60288982,PREEMPTED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_med_epi_bald,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key."
fm_med_epi_var,2026-08-07T13:27:59,pendulum_stoch,med,epi_var,fm,decomp_epi_var,1.0,42,5,20,amarel,60288981,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_med_epi_var,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key. | resumed_after_preempt job=60419609 gpu=2 mem=120G"
fm_det_aleat,2026-08-07T13:27:58,pendulum,det,aleat,fm,decomp_aleat,1.0,42,5,20,amarel,60288969,COMPLETED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_det_aleat,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key."
fm_det_dir00,2026-08-07T13:27:58,pendulum,det,dir00,fm,dir00,0.0,42,5,20,amarel,60288965,PREEMPTED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_det_dir00,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key. | resumed_after_preempt job=60423858 gpu=2 mem=120G (prev gpu:4 ran 5min)"
fm_det_dir00_s43,2026-08-07T13:27:58,pendulum,det,dir00,fm,dir00,0.0,43,5,20,amarel,60288970,PREEMPTED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_det_dir00_s43,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key."
fm_det_dir00_s44,2026-08-07T13:27:58,pendulum,det,dir00,fm,dir00,0.0,44,5,20,amarel,60288971,COMPLETED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_det_dir00_s44,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key."
fm_det_epi_bald,2026-08-07T13:27:58,pendulum,det,epi_bald,fm,decomp_epi_bald,1.0,42,5,20,amarel,60288968,COMPLETED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_det_epi_bald,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key."
fm_det_epi_var,2026-08-07T13:27:58,pendulum,det,epi_var,fm,decomp_epi_var,1.0,42,5,20,amarel,60288967,COMPLETED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_det_epi_var,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key."
fm_det_total,2026-08-07T13:27:58,pendulum,det,total,fm,decomp_total,1.0,42,5,20,amarel,60288966,PREEMPTED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_det_total,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key."
fm_low_aleat,2026-08-07T13:27:58,pendulum_stoch,low,aleat,fm,decomp_aleat,1.0,42,5,20,amarel,60288976,CANCELLED by 1619230,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_aleat,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key. | resumed_after_timeout job=60420918 gpu=2 mem=120G"
fm_low_dir00,2026-08-07T13:27:58,pendulum_stoch,low,dir00,fm,dir00,0.0,42,5,20,amarel,60288972,CANCELLED by 1619230,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_dir00,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key."
fm_low_dir00_s43,2026-08-07T13:27:58,pendulum_stoch,low,dir00,fm,dir00,0.0,43,5,20,amarel,60288977,CANCELLED by 1619230,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_dir00_s43,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key."
fm_low_dir00_s44,2026-08-07T13:27:58,pendulum_stoch,low,dir00,fm,dir00,0.0,44,5,20,amarel,60288978,CANCELLED by 1619230,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_dir00_s44,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key. | resumed_after_timeout job=60383967 gpu=2 mem=120G at96pct"
fm_low_epi_bald,2026-08-07T13:27:58,pendulum_stoch,low,epi_bald,fm,decomp_epi_bald,1.0,42,5,20,amarel,60288975,CANCELLED by 1619230,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_epi_bald,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key."
fm_low_epi_var,2026-08-07T13:27:58,pendulum_stoch,low,epi_var,fm,decomp_epi_var,1.0,42,5,20,amarel,60288974,CANCELLED by 1619230,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_epi_var,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key. | resumed_after_timeout job=60420919 gpu=2 mem=120G"
fm_low_total,2026-08-07T13:27:58,pendulum_stoch,low,total,fm,decomp_total,1.0,42,5,20,amarel,60288973,CANCELLED by 1619230,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_low_total,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key. | resumed_after_timeout job=60409203 gpu=2 mem=120G"
